prob_id,cue1,cue2,cue3,solution,correct,responses,timings
20,HOUND,PRESSURE,SHOT,BLOOD,False,"WATER,HIT,HOME,BAD,SHOW,POINT,AWAY,TURN","[0.105, 0.185, 0.309, 0.41100000000000003, 0.535, 0.65, 0.76, 0.883, 0.978, 1.08, 1.179, 1.291, 1.3960000000000001, 1.502, 1.618, 1.739, 1.843, 1.953, 2.068, 2.17, 2.274, 2.372, 2.472, 2.582, 2.691, 2.799, 2.91, 3.0140000000000002, 3.117, 3.221, 3.332, 3.432, 3.541, 3.6590000000000003, 3.751, 3.861, 3.976, 4.08, 4.195, 4.402, 4.516, 4.613, 4.7170000000000005, 4.812, 4.915, 5.041, 5.15, 5.2620000000000005, 5.367, 5.476, 5.59, 5.689, 5.806, 5.9110000000000005, 6.018, 6.119, 6.561, 6.667, 6.777, 6.883, 7.096, 7.202, 7.314, 7.4350000000000005, 7.548, 7.658, 7.763, 7.877, 8.227, 8.357, 8.448, 8.569, 8.674, 8.8, 8.919, 9.033, 9.137, 9.364, 9.472, 9.595, 9.700000000000001, 9.804, 9.908]"
4,CHEST,CAR,STORE,TOY,False,"MONEY,GAME,TRUNK,BODY,FLAT,COLD,KEEP,TOGETHER,BACK,BROAD,NARROW,COOLER,WATER,AIR,FOREVER,BOX,PAPER","[0.108, 0.20800000000000002, 0.336, 0.448, 0.557, 0.676, 0.798, 0.913, 1.002, 1.108, 1.216, 1.349, 1.471, 1.595, 1.716, 1.871, 2.015, 2.142, 2.2600000000000002, 2.3770000000000002, 2.482, 2.59, 2.726, 2.836, 2.96, 3.085, 3.202, 3.326, 3.4370000000000003, 3.537, 3.641, 3.739, 3.849, 3.969, 4.1, 4.213, 4.322, 4.439, 4.563, 4.671, 4.785, 4.901, 5.139, 5.237, 5.359, 5.484, 5.6160000000000005, 5.745, 5.864, 5.988, 6.119, 6.238, 6.376, 6.479, 6.585, 6.9190000000000005, 7.042, 7.382000000000001, 7.599, 7.708, 7.824, 7.9430000000000005, 8.057, 8.164, 8.268, 9.047, 9.396, 9.514, 9.616, 9.724, 9.824, 9.951]"
12,PINE,CRAB,SAUCE,APPLE,True,APPLE,"[0.113, 0.211, 0.314, 0.462, 0.588, 0.717, 0.855, 0.96, 1.065, 1.16, 1.299, 1.427, 1.548, 1.697, 1.808, 1.922, 2.0180000000000002, 2.1310000000000002, 2.242, 2.344, 2.446, 2.549, 2.652, 2.787, 2.903, 3.029, 3.136, 3.239, 3.362, 3.494, 3.618, 3.734, 3.844, 3.9450000000000003, 4.048, 4.166, 4.279, 4.3790000000000004, 4.636, 4.748, 4.855, 4.964, 5.08, 5.189, 5.3, 5.55, 5.656, 5.989, 6.224, 6.34, 6.452, 6.5600000000000005, 6.682, 6.807, 6.906000000000001, 7.0040000000000004, 7.945, 8.066, 8.169, 8.402000000000001, 8.503, 8.613, 8.731, 8.96, 9.065, 9.177, 9.298, 9.4, 9.506, 9.622, 9.733, 9.966000000000001]"
23,TOOTH,POTATO,HEART,SWEET,True,"WATER,SKIN,ROOT,SWEET","[0.111, 0.217, 0.364, 0.506, 0.646, 0.782, 0.917, 1.012, 1.109, 1.222, 1.368, 1.5090000000000001, 1.6460000000000001, 1.7710000000000001, 1.9020000000000001, 2.025, 2.1550000000000002, 2.286, 2.427, 2.5580000000000003, 2.6750000000000003, 2.787, 2.903, 2.992, 3.099, 3.21, 3.326, 3.464, 3.593, 3.717, 3.842, 3.976, 4.103, 4.229, 4.356, 4.466, 4.585, 4.706, 4.819, 4.923, 5.049, 5.146, 5.25, 5.3500000000000005, 5.458, 5.57, 5.705, 5.815, 5.91, 6.013, 6.245, 6.357, 7.291, 8.147, 8.353, 8.453, 8.814, 9.158, 9.283, 9.397, 9.508000000000001, 9.6, 9.711]"
9,BROKEN,CLEAR,EYE,GLASS,True,"WHITE,UNDERSTAND,DARK,OBSCURE,GLASS","[0.107, 0.263, 0.392, 0.535, 0.654, 0.782, 0.9380000000000001, 1.045, 1.155, 1.262, 1.412, 1.545, 1.694, 1.837, 1.978, 2.118, 2.253, 2.363, 2.469, 2.594, 2.72, 2.849, 2.974, 3.096, 3.218, 3.344, 3.459, 3.565, 3.6710000000000003, 3.779, 3.8970000000000002, 4.148, 4.2620000000000005, 4.364, 4.471, 4.575, 4.702, 4.82, 5.037, 5.1370000000000005, 5.344, 5.455, 5.575, 5.7860000000000005, 5.897, 6.007000000000001, 6.485, 6.5920000000000005, 6.697, 7.272, 7.377, 8.729000000000001, 8.962, 9.077, 9.18, 9.287, 9.385, 9.497, 9.838000000000001, 9.946]"
10,COIN,QUICK,SPOON,SILVER,True,SILVER,"[0.108, 0.224, 0.34800000000000003, 0.47100000000000003, 0.592, 0.722, 0.869, 0.98, 1.093, 1.192, 1.295, 1.417, 1.548, 1.671, 1.796, 1.93, 2.051, 2.162, 2.287, 2.402, 2.516, 2.618, 2.721, 2.824, 2.928, 3.023, 3.1350000000000002, 3.249, 3.358, 3.458, 3.563, 3.676, 3.7800000000000002, 3.8850000000000002, 3.988, 4.089, 4.2010000000000005, 4.307, 4.4270000000000005, 4.541, 4.6610000000000005, 5.001, 5.307, 5.405, 5.611, 6.063, 6.178, 6.276, 6.3660000000000005, 6.5040000000000004, 6.632000000000001, 6.761, 6.892, 7.055, 7.181, 7.32, 7.574, 7.694, 7.823, 7.922000000000001, 8.016, 8.599, 9.179, 9.294, 9.389, 9.507]"
20,HOUND,PRESSURE,SHOT,BLOOD,True,"UP,BAD,HANDLE,DEAD,POINT,WOOD,BLOOD","[0.106, 0.22, 0.366, 0.505, 0.719, 0.8290000000000001, 0.9570000000000001, 1.07, 1.164, 1.313, 1.425, 1.543, 1.6500000000000001, 1.7790000000000001, 1.899, 2.0340000000000003, 2.132, 2.238, 2.337, 2.444, 2.581, 2.714, 2.829, 2.953, 3.1, 3.225, 3.34, 3.49, 3.615, 3.745, 3.866, 3.974, 4.077, 4.178, 4.305, 4.771, 5.007, 5.2170000000000005, 5.32, 5.541, 5.662, 5.775, 5.8870000000000005, 6.005, 6.121, 6.602, 6.703, 6.8020000000000005, 6.907, 7.140000000000001, 7.362, 7.471, 7.572, 8.046, 8.152000000000001, 8.372, 8.474, 8.585, 8.695, 8.792, 8.897, 9.132, 9.466000000000001, 9.82]"
9,BROKEN,CLEAR,EYE,GLASS,False,"FACE,LOOK,EXAMINE,LID,SIGHT,SEE,LENS,CAMERA,HEIGHT,PINK,WHITE,PIGMENT,SMILE,DOG,I,LAND,SPACE,PUBLIC","[0.107, 0.214, 0.324, 0.459, 0.589, 0.732, 0.849, 0.9530000000000001, 1.061, 1.155, 1.296, 1.423, 1.552, 1.683, 1.819, 1.949, 2.07, 2.205, 2.306, 2.406, 2.528, 2.6590000000000003, 2.771, 2.894, 3.009, 3.119, 3.225, 3.329, 3.4210000000000003, 3.545, 3.668, 3.786, 3.89, 4.007, 4.119, 4.213, 4.457, 5.132, 5.2410000000000005, 5.347, 5.706, 5.855, 5.966, 6.0760000000000005, 6.178, 6.287, 6.508, 6.6160000000000005, 6.738, 6.9190000000000005, 7.022, 7.117, 7.219, 7.3260000000000005, 7.806, 8.145, 8.443, 8.553, 8.662, 9.234, 9.342, 9.442, 9.647]"
23,TOOTH,POTATO,HEART,SWEET,True,"BODY,BLOOD,SWEET","[0.108, 0.23600000000000002, 0.379, 0.515, 0.648, 0.771, 0.901, 0.99, 1.089, 1.19, 1.339, 1.486, 1.623, 1.7530000000000001, 1.885, 2.023, 2.179, 2.277, 2.383, 2.467, 2.623, 2.762, 2.894, 3.033, 3.165, 3.301, 3.4490000000000003, 3.5820000000000003, 3.68, 3.798, 3.9050000000000002, 4.024, 4.142, 4.2700000000000005, 4.405, 4.534, 4.658, 4.772, 4.883, 4.982, 5.13, 5.2700000000000005, 5.399, 5.519, 5.636, 5.747, 5.949, 6.081, 6.605, 6.8790000000000004, 6.996, 7.097, 7.21, 7.603, 8.264, 8.398, 8.51, 8.75, 8.882, 9.116, 9.85, 9.974]"
17,MAIL,BOARD,LUNG,BLACK,False,"WATER,GOOD,AIR,FOOD,DOG,HORSE,HELP,TROUBLE,WHITE,OUT,CAUSE,ME","[0.106, 0.213, 0.322, 0.466, 0.594, 0.7030000000000001, 0.8260000000000001, 0.9500000000000001, 1.059, 1.186, 1.301, 1.426, 1.546, 1.674, 1.794, 1.9000000000000001, 2.001, 2.106, 2.227, 2.328, 2.455, 2.561, 2.674, 2.775, 2.88, 3.0060000000000002, 3.111, 3.222, 3.333, 3.446, 3.5500000000000003, 3.658, 3.763, 3.876, 3.979, 4.094, 4.319, 4.432, 4.543, 4.651, 4.759, 4.878, 4.974, 5.0920000000000005, 5.197, 5.307, 5.523, 5.642, 5.7490000000000006, 5.864, 5.971, 6.078, 6.194, 6.297, 6.412, 6.515000000000001, 6.617, 6.72, 6.829, 7.224, 7.4350000000000005, 7.547000000000001, 7.83, 7.988, 8.114, 8.253, 8.383000000000001, 8.511000000000001, 8.629, 8.757, 8.881, 8.978, 9.086]"
21,SAFETY,CUSHION,POINT,PIN,True,"DRIVE,BED,PADDING,SOFT,COMFORT,PIN","[0.105, 0.21, 0.299, 0.421, 0.551, 0.668, 0.799, 0.9470000000000001, 1.053, 1.155, 1.243, 1.374, 1.479, 1.582, 1.685, 1.799, 1.928, 2.05, 2.158, 2.277, 2.38, 2.492, 2.611, 2.72, 2.826, 2.943, 3.044, 3.145, 3.2600000000000002, 3.371, 3.492, 3.597, 3.722, 3.827, 3.9250000000000003, 4.032, 4.148, 4.2540000000000004, 4.359, 4.588, 4.695, 5.0200000000000005, 5.134, 5.243, 5.353, 5.472, 5.577, 5.688, 5.8020000000000005, 5.915, 6.149, 6.256, 6.363, 6.484, 6.59, 6.692, 6.808, 6.9270000000000005, 7.032, 7.138, 7.244, 7.369, 7.481, 7.598, 7.807, 7.906000000000001, 8.014, 8.125, 8.237, 8.36, 8.476, 8.693, 8.796, 8.903, 9.128, 9.465, 9.597, 9.822000000000001, 9.927]"
16,LIFT,CARD,MASK,FACE,False,"WATER,NOTE,PLAY,BOARD,BUSINESS,PLASTIC,BALL,WOOD,CUT,PAPER,CLOSE","[0.11, 0.233, 0.369, 0.511, 0.645, 0.768, 0.91, 1.01, 1.1260000000000001, 1.229, 1.37, 1.5110000000000001, 1.645, 1.77, 1.907, 2.029, 2.156, 2.2880000000000003, 2.427, 2.551, 2.696, 2.826, 2.9410000000000003, 3.0420000000000003, 3.281, 3.404, 3.524, 3.645, 3.766, 3.887, 4.014, 4.122, 4.232, 4.3420000000000005, 4.4430000000000005, 4.551, 4.7940000000000005, 4.917, 5.016, 5.1290000000000004, 5.244, 5.357, 5.71, 6.329, 6.431, 6.538, 6.7860000000000005, 7.184, 7.2940000000000005, 7.4030000000000005, 7.7490000000000006, 7.852, 7.96, 8.065, 8.634, 8.731, 8.851, 9.201, 9.317, 9.678, 9.902000000000001]"
7,BUMP,EGG,STEP,GOOSE,False,"HEAD,WHITE,TECHNIQUE,DOWN,TERM","[0.111, 0.203, 0.329, 0.461, 0.607, 0.738, 0.875, 0.978, 1.073, 1.175, 1.2790000000000001, 1.422, 1.548, 1.684, 1.81, 1.927, 2.0460000000000003, 2.184, 2.311, 2.434, 2.552, 2.685, 2.819, 2.936, 3.041, 3.1390000000000002, 3.244, 3.366, 3.478, 3.587, 3.709, 3.818, 3.926, 4.03, 4.162, 4.2700000000000005, 4.383, 4.491, 4.599, 4.714, 4.814, 4.928, 5.04, 5.164, 5.266, 5.377, 5.865, 6.085, 6.195, 6.604, 6.716, 6.8180000000000005, 6.91, 7.041, 7.181, 7.291, 7.404, 7.514, 7.619, 7.721, 8.094, 8.441, 8.568, 8.674, 8.774000000000001, 8.989, 9.093, 9.204, 9.314, 9.417, 9.522, 9.632, 9.741, 9.851, 9.964]"
20,HOUND,PRESSURE,SHOT,BLOOD,True,BLOOD,"[0.107, 0.223, 0.359, 0.488, 0.62, 0.749, 0.876, 0.977, 1.083, 1.191, 1.318, 1.438, 1.553, 1.681, 1.786, 1.885, 1.986, 2.101, 2.217, 2.326, 2.434, 2.552, 2.6670000000000003, 2.771, 2.869, 2.979, 3.087, 3.204, 3.3280000000000003, 3.427, 3.528, 3.637, 3.744, 3.857, 3.952, 4.051, 4.1370000000000005, 4.251, 4.589, 4.833, 5.269, 5.364, 5.464, 5.563, 5.6850000000000005, 5.795, 6.018, 6.126, 6.23, 6.345, 6.456, 6.6690000000000005, 6.776, 6.882000000000001, 7.003, 7.574, 7.942, 8.058, 8.162, 8.492, 8.61, 8.832, 9.152000000000001, 9.248, 9.365, 9.463000000000001, 9.571, 9.681000000000001, 9.886000000000001, 10.0]"
15,WATER,TOBACCO,STOVE,PIPE,False,"GOOD,BAD,HOT,COMPANY,BUILDING,OLD,BEING,ROOM,PLANT,BOAT,SHIP","[0.106, 0.22, 0.34800000000000003, 0.46900000000000003, 0.5710000000000001, 0.685, 0.799, 0.916, 1.012, 1.115, 1.233, 1.343, 1.474, 1.576, 1.68, 1.79, 1.9000000000000001, 1.998, 2.093, 2.201, 2.312, 2.423, 2.535, 2.644, 2.745, 2.863, 2.967, 3.081, 3.211, 3.332, 3.439, 3.549, 3.669, 3.786, 3.8970000000000002, 3.999, 4.107, 4.218, 4.33, 4.418, 4.535, 4.681, 4.785, 4.881, 4.984, 5.09, 5.19, 5.415, 5.516, 5.626, 5.74, 5.854, 5.954, 6.059, 6.171, 6.268, 6.376, 6.605, 6.716, 6.925, 7.039000000000001, 7.1530000000000005, 7.255, 7.368, 7.6850000000000005, 7.805000000000001, 7.948, 8.041, 8.152000000000001, 8.249, 8.358, 8.459, 8.565, 8.790000000000001, 8.898, 9.018, 9.471, 9.618, 9.72, 9.829, 9.932]"
19,CHOCOLATE,FORTUNE,TIN,COOKIE,False,"FOOD,SOLID,FAVORITE,BROWN,SUGAR,PREFER,COVERED,CANDY,MAN,GOLD,PRECIOUS,DOG,TOP,BAR","[0.107, 0.209, 0.317, 0.443, 0.5640000000000001, 0.6900000000000001, 0.8230000000000001, 0.9490000000000001, 1.059, 1.176, 1.3, 1.446, 1.583, 1.71, 1.839, 1.953, 2.076, 2.199, 2.2960000000000003, 2.395, 2.532, 2.649, 2.7760000000000002, 2.906, 3.0380000000000003, 3.149, 3.253, 3.371, 3.473, 3.584, 3.694, 3.809, 3.9130000000000003, 4.017, 4.115, 4.23, 4.336, 4.4430000000000005, 4.68, 4.789, 4.906, 5.031, 5.266, 5.371, 5.489, 5.604, 5.719, 6.074, 6.3180000000000005, 7.258, 7.493, 7.603, 7.716, 7.82, 8.056000000000001, 8.383000000000001, 8.499, 8.96, 9.737, 9.842, 9.954]"
14,SPEAK,MONEY,STREET,EASY,False,"CAR,OUT,TALK,MOUTH,WATER,PLANT,HEAR,PIECE,FOOD,EXTRA,LECTURE,SPEECH,LANGUAGE,WEALTH,SUCCESS,RICH,PRESENT,RIOT,INTERVIEW,THING,BOOK","[0.107, 0.22, 0.356, 0.47300000000000003, 0.604, 0.729, 0.846, 0.9530000000000001, 1.061, 1.158, 1.293, 1.4040000000000001, 1.5250000000000001, 1.657, 1.788, 1.9000000000000001, 2.004, 2.113, 2.221, 2.337, 2.472, 2.597, 2.718, 2.836, 2.951, 3.061, 3.164, 3.259, 3.375, 3.494, 3.614, 3.732, 3.845, 3.9490000000000003, 4.417, 4.526, 4.622, 4.736, 4.84, 4.949, 5.062, 5.179, 5.422, 5.53, 5.648, 6.0120000000000005, 6.128, 6.243, 6.351, 6.687, 6.788, 6.899, 6.9990000000000006, 7.223, 7.728, 7.867, 7.981, 8.124, 8.224, 8.339, 8.438, 8.545, 8.765, 8.878, 9.351, 9.471, 9.584, 9.819, 9.929]"
25,DUE,LIFE,TENSE,PAST,False,"REPORT,LATE,PROCESS,TODAY,PROBLEM,BECAUSE,ASSIGNMENT,CLASS,PEOPLE,IMPORTANT,LIVING,HOUSE,ANIMAL,UP,STAY,STILL,FINAL,END,TIME,NOW","[0.107, 0.211, 0.373, 0.504, 0.622, 0.749, 0.877, 0.978, 1.095, 1.2, 1.335, 1.453, 1.56, 1.691, 1.808, 1.9100000000000001, 2.0300000000000002, 2.136, 2.262, 2.376, 2.482, 2.593, 2.712, 2.822, 2.936, 3.0460000000000003, 3.149, 3.2720000000000002, 3.375, 3.501, 3.622, 3.738, 3.848, 3.9450000000000003, 4.063, 4.18, 4.529, 4.638, 4.739, 4.857, 4.961, 5.183, 5.288, 5.406, 5.513, 5.62, 5.732, 5.835, 6.059, 6.1690000000000005, 6.276, 6.386, 6.489, 6.579, 6.7170000000000005, 6.8180000000000005, 6.938, 7.172, 7.2700000000000005, 7.9110000000000005, 8.016, 8.126, 9.037, 9.147, 9.258000000000001, 9.366, 9.477, 9.584, 9.687, 9.783]"
5,LAND,HAND,HOUSE,FARM,False,"WATER,HOOKED,WAVE,SEA,DIRT,FARMER,RANCH,HOLD,REACH,LOT,HANDLE,BALL,WRITE,PALM,TERRITORY,PREMISES,SILK,TIE,SMALL,CHILDREN,OLD,POOR,LUXURY,BED,HOTEL,ROOM","[0.107, 0.212, 0.329, 0.453, 0.583, 0.714, 0.848, 0.9540000000000001, 1.055, 1.151, 1.284, 1.425, 1.558, 1.673, 1.801, 1.92, 2.028, 2.1390000000000002, 2.238, 2.365, 2.495, 2.612, 2.724, 2.852, 2.97, 3.088, 3.25, 3.358, 3.46, 3.577, 3.682, 3.802, 3.908, 4.013, 4.117, 4.223, 4.332, 4.445, 4.561, 4.672, 5.168, 5.3660000000000005, 5.476, 5.589, 5.7010000000000005, 6.171, 6.282, 6.3870000000000005, 6.485, 6.598, 7.1530000000000005, 7.519, 7.627, 8.071, 8.175, 8.489, 9.224, 9.578, 9.694, 9.808, 9.922]"
